kennel,animalid,jurisdiction,intype,insubtype,indate,surreason,outtype,outsubtype,outdate,animaltype,sex,bites,petsize,color,breed,sourcezipcode,ObjectId
NP,A749647,40211,STRAY,FIELD,2023-12-06 00:00:00,STRAY,ADOPTION,FACEBOOK,2023-12-18 00:00:00,DOG,N,N,MED,WHITE / BROWN,PIT BULL,40218,36303
FOUND,A749765,,FOUND,WEB,2023-11-20 00:00:00,,,,,DOG,M,,MED,BROWN,BEAGLE,,36304
LOST,A737278,,LOST,WEB,2023-05-07 00:00:00,,,,,DOG,M,,SMALL,BLACK,POODLE MIN,,36305
C138,A754426,40202,CONFISCATE,ABANDONED,2024-02-19 00:00:00,ABANDON,TRANSFER,KHS,2024-02-27 00:00:00,CAT,F,N,MED,GRAY TABBY / ORANGE,DOMESTIC LH,40218,36306
C139,A754427,40202,CONFISCATE,ABANDONED,2024-02-19 00:00:00,ABANDON,TRANSFER,KHS,2024-02-27 00:00:00,CAT,F,N,MED,GRAY TABBY / WHITE,DOMESTIC LH,40218,36307
FREEZER,A758252,40219,STRAY,FIELD,2024-04-14 00:00:00,STRAY,EUTH,MEDICAL,2024-04-14 00:00:00,DOG,M,N,SMALL,BLACK,GERM SHEPHERD,40218,36308
FOUND,A758262,,FOUND,WEB,2024-04-14 00:00:00,,,,,DOG,,,LARGE,BROWN,GERM SHEPHERD,,36309
NP,A742165,40205,FOSTER,RETURN,2023-10-27 00:00:00,FOSTER RET,ADOPTION,FOSTER,2023-10-27 00:00:00,DOG,S,N,LARGE,RED / WHITE,LABRADOR RETR / BOXER,40205,36310
INTAKE,A742174,40205,OWNER SUR,OTC,2023-07-22 00:00:00,EUTH BEHAV,EUTH,AGRESSION,2023-07-22 00:00:00,DOG,M,Y,MED,BLACK,BOSTON TERRIER / SIBERIAN HUSKY,40205,36311
NECROPSY,A742209,40215,CONFISCATE,CRUELTY,2023-07-24 00:00:00,DOA,DISPOSAL,NECROPSY,2023-07-24 00:00:00,DOG,M,N,MED,BROWN / WHITE,PIT BULL,40218,36312
901,A742259,40218,STRAY,OTC,2024-07-18 00:00:00,STRAY,RTO,IN KENNEL,2024-07-19 00:00:00,DOG,F,N,LARGE,GRAY / WHITE,SIBERIAN HUSKY / MIX,40218,36313
C207,A742479,40216,STRAY,OTC,2023-07-26 00:00:00,STRAY,TRANSFER,KHS,2023-08-15 00:00:00,CAT,F,N,KITTN,BLACK,DOMESTIC SH,40216,36314
TNR/SNR,A742525,40216,STRAY,OTC,2023-07-27 00:00:00,ABANDON,SNR,,2023-08-02 00:00:00,CAT,N,N,KITTN,GRAY,MAINE COON,40216,36315
FOUND,A742662,,FOUND,WEB,2023-07-15 00:00:00,,,,,DOG,M,,LARGE,BROWN,SIBERIAN HUSKY,40299-0000,36316
DW17,A742678,40299,STRAY,OTC,2023-07-31 00:00:00,STRAY,RTO,IN KENNEL,2023-08-02 00:00:00,DOG,S,N,MED,BR BRINDLE / WHITE,BOXER / MIX,40299,36317
FOUND,A742696,,FOUND,WEB,2023-07-30 00:00:00,,,,,DOG,F,,TOY,BLACK,CHIHUAHUA SH,,36318
810,A742703,40291,STRAY,OTC,2023-07-31 00:00:00,STRAY,FOSTER,TIME/SPACE,2023-08-07 00:00:00,DOG,S,N,MED,BR BRINDLE,AMER BULLDOG,40291,36319
LOST,A742877,,LOST,WEB,2023-07-31 00:00:00,,,,,CAT,M,,MED,BLACK,DOMESTIC LH,,36320
LOST,A742901,,LOST,WEB,2023-08-01 00:00:00,,,,,DOG,M,,MED,BLACK,LABRADOR RETR,,36321
FOSTER,A743003,40241,FOSTER,RETURN,2023-10-09 00:00:00,FOSTER RET,FOSTER,TOO YOUNG,2023-10-09 00:00:00,DOG,S,N,PUPPY,BLACK / WHITE,GERM SHEPHERD,40204,36322
NF1,A743096,40208,FOSTER,RETURN,2023-09-18 00:00:00,STRAY,ADOPTION,FACEBOOK,2023-09-22 00:00:00,CAT,S,N,KITTN,WHITE / BLACK,DOMESTIC SH,40215,36323
N51,A743099,40258,STRAY,OTC,2023-08-07 00:00:00,ABANDON,ADOPTION,PRV ADOPT,2023-09-01 00:00:00,CAT,N,N,MED,ORG TABBY,DOMESTIC SH,40228,36324
N32,A743222,40214,STRAY,OTC,2023-08-09 00:00:00,STRAY,ADOPTION,WALK IN,2023-10-08 00:00:00,DOG,N,N,LARGE,TAN / WHITE,AMERICAN STAFF,40212,36325
LOST,A743268,,LOST,WEB,2023-07-29 00:00:00,,,,,DOG,F,,LARGE,WHITE,LABRADOR RETR,,36326
NP,A751484,40258,FOSTER,RETURN,2024-02-24 00:00:00,FOSTER RET,ADOPTION,WALK IN,2024-02-24 00:00:00,DOG,N,N,LARGE,BLACK / WHITE,LABRADOR RETR / GERM SHEPHERD,40258,36327
N32,A751515,40211,STRAY,FIELD,2024-01-17 00:00:00,STRAY,ADOPTION,WALK IN,2024-02-02 00:00:00,DOG,S,N,MED,BLACK / BR BRINDLE,AKITA,40218,36328
K202,A751522,40211,STRAY,FIELD,2024-01-17 00:00:00,STRAY,TRANSFER,RESCUE GRP,2024-02-03 00:00:00,DOG,N,N,PUPPY,BR BRINDLE / WHITE,BOXER / MIX,40211,36329
FOSTER,A751573,40219,STRAY,OTC,2024-01-18 00:00:00,STRAY,FOSTER,STRAY,2024-01-23 00:00:00,DOG,S,N,MED,BROWN / BROWN,LABRADOR RETR / MIX,40291,36330
FOSTER,A751573,40219,FOSTER,RETURN,2024-01-28 00:00:00,FOSTER RET,FOSTER,TIME/SPACE,2024-01-28 00:00:00,DOG,S,N,MED,BROWN / BROWN,LABRADOR RETR / MIX,40291,36331
DW18,A751678,40245,FOSTER,RETURN,2024-02-07 00:00:00,FOSTER RET,ADOPTION,FOSTER,2024-02-07 00:00:00,DOG,S,N,MED,BLACK / BROWN,GERM SHEPHERD / MIX,40272,36332
TNR/SNR,A751698,40228,STRAY,OTC,2024-01-19 00:00:00,STRAY,SNR,,2024-01-24 00:00:00,CAT,N,Y,MED,BLACK / WHITE,DOMESTIC SH,40228,36333
C412,A751698,40228,STRAY,OTC,2024-01-26 00:00:00,STRAY,SNR,,2024-02-07 00:00:00,CAT,N,Y,MED,BLACK / WHITE,DOMESTIC SH,40228,36334
LOST,A751699,,LOST,WEB,2024-01-19 00:00:00,,,,,DOG,F,,,WHITE,PIT BULL,,36335
809,A751716,40245,STRAY,OTC,2024-01-20 00:00:00,STRAY,RTO,IN KENNEL,2024-01-20 00:00:00,DOG,S,N,LARGE,TAN,POODLE STND,40031,36336
LOST,A751797,,LOST,WEB,2023-11-15 00:00:00,,,,,DOG,M,,LARGE,BROWN,PIT BULL,,36337
TNR/SNR,A752152,40299,STRAY,OTC,2024-01-23 00:00:00,STRAY,SNR,,2024-01-25 00:00:00,CAT,N,N,LARGE,ORANGE / WHITE,DOMESTIC SH,40004,36338
FOUND,A761932,,FOUND,WEB,2024-06-06 00:00:00,,,,,DOG,F,,MED,BROWN,AM PIT BULL TER,40245,36339
ID09,A762260,40299,STRAY,OTC,2024-06-12 00:00:00,STRAY,RTO,IN KENNEL,2024-06-17 00:00:00,DOG,N,N,LARGE,GRAY,PIT BULL,40228,36340
102,A762838,40272,STRAY,OTC,2024-06-17 00:00:00,STRAY,RTO,IN KENNEL,2024-06-24 00:00:00,DOG,U,N,PUPPY,BLACK,PIT BULL,,36341
102,A762840,40272,STRAY,OTC,2024-06-17 00:00:00,STRAY,RTO,IN KENNEL,2024-06-24 00:00:00,DOG,U,N,PUPPY,BLACK,PIT BULL,,36342
LOST,A762889,,LOST,WEB,2024-06-16 00:00:00,,,,,CAT,F,,MED,UNKNOWN,AMER SH,,36343
TNR/OUT,A762896,40291,STRAY,OTC,2024-06-18 00:00:00,STRAY,SNR,,2024-06-21 00:00:00,CAT,S,N,SMALL,BLACK / WHITE,DOMESTIC SH,40291,36344
C305,A762922,40212,STRAY,OTC,2024-06-18 00:00:00,STRAY,EUTH,MEDICAL,2024-06-21 00:00:00,CAT,M,N,SMALL,BLACK / WHITE,DOMESTIC SH,40212,36345
LOST,A756312,,LOST,WEB,2024-03-15 00:00:00,,,,,DOG,,,MED,UNKNOWN,AMER BULLDOG,40228,36346
LOST,A760276,,LOST,WEB,2024-05-08 00:00:00,,,,,DOG,M,,SMALL,BROWN,POODLE MIN,,36347
FOSTER,A760418,40205,FOSTER,RETURN,2024-05-29 00:00:00,STRAY,FOSTER,STRAY,2024-05-29 00:00:00,DOG,N,N,PUPPY,TAN,LABRADOR RETR,40217,36348
NECROPSY,A760773,40243,OWNER SUR,EUTH REQ,2024-05-22 00:00:00,AGG PEOPLE,EUTH,REQUESTED,2024-05-23 00:00:00,DOG,F,Y,SMALL,BROWN,RAT TERRIER,40243,36349
FOUND,A760865,,FOUND,WEB,2024-05-23 00:00:00,,,,,CAT,,,,UNKNOWN,DOMESTIC SH,40216,36350
N38,A761172,40291,FOSTER,RETURN,2024-07-09 00:00:00,FOSTER RET,ADOPTION,WALK IN,2024-07-10 00:00:00,CAT,S,N,KITTN,BLUE TABBY,DOMESTIC SH,40291,36351
N36,A761173,40272,STRAY,OTC,2024-05-29 00:00:00,STRAY,FOSTER,TO ADOPT,2024-06-10 00:00:00,DOG,S,N,MED,TAN / BLACK,AUST CATTLE DOG / MIX,40272,36352
N51,A752549,40203,STRAY,FIELD,2024-01-29 00:00:00,STRAY,ADOPTION,WALK IN,2024-02-02 00:00:00,CAT,N,N,KITTN,ORG TABBY,DOMESTIC SH,40218,36353
N13,A761895,40218,STRAY,OTC,2024-06-07 00:00:00,STRAY,ADOPTION,WALK IN,2024-07-05 00:00:00,DOG,N,N,LARGE,TAN / WHITE,AMER BULLDOG,40218,36354
FOUND,A761983,,FOUND,WEB,2024-06-09 00:00:00,,,,,DOG,,,SMALL,BLACK,SCHIPPERKE,,36355
LOST,A761991,,LOST,WEB,2024-06-09 00:00:00,,,,,DOG,F,,LARGE,UNKNOWN,REDBONE HOUND,,36356
309,A762308,40210,STRAY,FIELD,2024-06-12 00:00:00,STRAY,EUTH,BEHAV OBSV,2024-06-24 00:00:00,DOG,M,N,MED,TAN / BLACK,AMER BULLDOG / AKITA,40210,36357
N22,A762345,OUT OF COUNTY,FOSTER,RETURN,2024-09-27 00:00:00,FOSTER RET,ADOPTION,FOSTER,2024-09-27 00:00:00,DOG,N,N,PUPPY,BL BRINDLE / WHITE,BOXER / MIX,47150,36358
DW15,A762740,OUT OF COUNTY,FOSTER,,2024-07-01 00:00:00,OTHER PET,FOSTER,TIME/SPACE,2024-07-02 00:00:00,DOG,N,N,LARGE,SABLE,GERM SHEPHERD,40165,36359
N06,A762776,40216,STRAY,FIELD,2024-07-31 00:00:00,STRAY,ADOPTION,FRIEND,2024-10-28 00:00:00,DOG,N,N,LARGE,BLACK / WHITE,PIT BULL / MIX,40216,36360
102,A762837,40272,STRAY,OTC,2024-06-17 00:00:00,STRAY,RTO,IN KENNEL,2024-06-24 00:00:00,DOG,U,N,PUPPY,BLACK,PIT BULL,,36361
TNR/OUT,A762919,40216,STRAY,OTC,2024-06-18 00:00:00,STRAY,SNR,,2024-06-26 00:00:00,CAT,S,N,SMALL,GRAY / BROWN,DOMESTIC SH,40216,36362
TNR/SNR,A742827,40272,STRAY,OTC,2023-08-02 00:00:00,STRAY,SNR,,2023-08-04 00:00:00,CAT,S,N,SMALL,BRN TABBY,DOMESTIC SH,40215,36363
TNR/SNR,A742828,40272,STRAY,OTC,2023-08-02 00:00:00,STRAY,SNR,,2023-08-04 00:00:00,CAT,S,N,SMALL,BRN TABBY,DOMESTIC SH,40215,36364
TNR/SNR,A742831,40272,STRAY,OTC,2023-08-02 00:00:00,STRAY,SNR,,2023-08-04 00:00:00,CAT,S,N,MED,BRN TABBY,DOMESTIC SH,40215,36365
TNR/SNR,A742832,40219,STRAY,OTC,2023-08-02 00:00:00,STRAY,TNR,CARETAKER,2023-08-04 00:00:00,CAT,N,N,MED,GRAY TIGER / WHITE,DOMESTIC SH,40219,36366
FOUND,A742847,,FOUND,WEB,2023-08-02 00:00:00,,,,,DOG,F,,MED,WHITE,STAFFORDSHIRE,,36367
FOUND,A742856,,FOUND,WEB,2023-08-02 00:00:00,,,,,CAT,F,,SMALL,UNKNOWN,AMER SH,,36368
LOST,A742878,,LOST,WEB,2023-07-30 00:00:00,,,,,DOG,F,,LARGE,UNKNOWN,BOXER,,36369
LOST,A743104,,LOST,WEB,2023-08-07 00:00:00,,,,,CAT,M,,SMALL,BLACK,DOMESTIC MH,47030,36370
FOUND,A743270,,FOUND,WEB,2023-08-08 00:00:00,,,,,CAT,,,,UNKNOWN,RUSSIAN BLUE,,36371
FOUND,A743317,,FOUND,WEB,2023-08-12 00:00:00,,,,,DOG,F,,MED,BLACK,AM PIT BULL TER,40219,36372
N16,A743346,40216,FOSTER,RETURN,2023-11-25 00:00:00,FOSTER RET,FOSTER,TO ADOPT,2023-12-22 00:00:00,DOG,N,N,MED,RED,RHOD RIDGEBACK / MIX,40216,36373
N15,A743346,40204,FOSTER,RETURN,2024-01-20 00:00:00,FOSTER RET,ADOPTION,WALK IN,2024-02-10 00:00:00,DOG,N,N,MED,RED,RHOD RIDGEBACK / MIX,40204,36374
FOSTER,A743346,40216,STRAY,OTC,2023-08-13 00:00:00,ABANDON,FOSTER,STRAY,2023-09-20 00:00:00,DOG,N,N,MED,RED,RHOD RIDGEBACK / MIX,40216,36375
FOUND,A743349,,FOUND,WEB,2023-08-09 00:00:00,,,,,DOG,,,,UNKNOWN,CHIHUAHUA SH,,36376
FOSTER,A743531,40218,FOSTER,RETURN,2023-10-27 00:00:00,FOSTER RET,ADOPTION,FOSTER,2023-10-27 00:00:00,CAT,N,N,SMALL,ORG TABBY,DOMESTIC SH,40150,36377
TNR/SNR,A741249,40229,STRAY,OTC,2023-07-10 00:00:00,STRAY,SNR,,2023-07-13 00:00:00,CAT,S,N,KITTN,BRN TABBY / CALICO,DOMESTIC SH,40229,36378
ACO UNIT,A741253,40216,STRAY,FIELD,2023-07-10 00:00:00,STRAY,EUTH,INHUMANE,2023-07-10 00:00:00,CAT,U,N,KITTN,ORG TABBY / WHITE,DOMESTIC SH,40218,36379
LOST,A741716,,LOST,WEB,2023-07-11 00:00:00,,,,,DOG,F,,SMALL,BROWN,CHIHUAHUA SH,,36380
606,A741776,40217,STRAY,OTC,2023-07-14 00:00:00,STRAY,RTO,IN KENNEL,2023-07-15 00:00:00,DOG,S,N,LARGE,BLACK / GRAY,LABRADOR RETR / MIX,40217,36381
TNR/SNR,A741869,40212,STRAY,OTC,2023-07-17 00:00:00,STRAY,TNR,,2023-07-19 00:00:00,CAT,S,N,LARGE,BRN TABBY,DOMESTIC SH,40205,36382
C112,A749585,40215,STRAY,FIELD,2023-12-01 00:00:00,STRAY,ADOPTION,PRV ADOPT,2024-01-02 00:00:00,CAT,S,N,SMALL,BRN TABBY,DOMESTIC MH,40215,36383
LOST,A749746,,LOST,WEB,2023-12-01 00:00:00,,,,,CAT,M,,,UNKNOWN,AMER SH,,36384
K110,A737474,40118,STRAY,FIELD,2023-05-12 00:00:00,STRAY,EUTH,BEHAV OBSV,2023-06-01 00:00:00,DOG,S,N,SMALL,BROWN,BRUSS GRIFFON / MIX,40218,36385
NP,A737516,40258,FOSTER,RETURN,2023-06-27 00:00:00,FOSTER RET,ADOPTION,FOSTER,2023-06-27 00:00:00,DOG,S,N,LARGE,BROWN / TAN,LABRADOR RETR / MIX,40299,36386
N45,A737528,40208,FOSTER,RETURN,2023-07-21 00:00:00,FOSTER RET,ADOPTION,WALK IN,2023-07-24 00:00:00,CAT,S,N,KITTN,BLACK / WHITE,DOMESTIC SH,40241,36387
FOSTER,A737528,40208,STRAY,OTC,2023-05-13 00:00:00,STRAY,FOSTER,TOO YOUNG,2023-05-14 00:00:00,CAT,S,N,KITTN,BLACK / WHITE,DOMESTIC SH,40208,36388
FOSTER,A737528,40208,FOSTER,RETURN,2023-06-07 00:00:00,STRAY,FOSTER,TOO YOUNG,2023-06-07 00:00:00,CAT,S,N,KITTN,BLACK / WHITE,DOMESTIC SH,40229,36389
VET,A737530,40208,FOSTER,RETURN,2023-07-21 00:00:00,FOSTER RET,ADOPTION,WALK IN,2023-07-22 00:00:00,CAT,N,N,KITTN,GRAY / WHITE,DOMESTIC SH,40241,36390
FOSTER,A737530,40208,STRAY,OTC,2023-05-13 00:00:00,STRAY,FOSTER,TOO YOUNG,2023-05-14 00:00:00,CAT,N,N,KITTN,GRAY / WHITE,DOMESTIC SH,40208,36391
FOSTER,A737530,40208,FOSTER,RETURN,2023-06-07 00:00:00,STRAY,FOSTER,TOO YOUNG,2023-06-07 00:00:00,CAT,N,N,KITTN,GRAY / WHITE,DOMESTIC SH,40229,36392
TNR/SNR,A737588,40229,STRAY,OTC,2023-05-15 00:00:00,STRAY,SNR,,2023-05-17 00:00:00,CAT,N,N,LARGE,BRN TABBY,DOMESTIC SH,40215,36393
TNR/SNR,A771827,40210,STRAY,OTC,2024-11-11 00:00:00,STRAY,TNR,,2024-11-13 00:00:00,CAT,S,N,SMALL,CALICO / MUTED,DOMESTIC SH,40210,36394
K207,A771885,40272,STRAY,OTC,2024-11-12 00:00:00,STRAY,FOSTER,TOO YOUNG,2024-11-15 00:00:00,DOG,N,N,PUPPY,TAN / WHITE,GERM SHEPHERD / MIX,40208,36395
K207,A771887,40272,STRAY,OTC,2024-11-12 00:00:00,STRAY,FOSTER,TOO YOUNG,2024-11-16 00:00:00,DOG,S,N,PUPPY,BLACK / TAN,GERM SHEPHERD,40208,36396
TNR/SNR,A742378,40210,STRAY,OTC,2023-07-25 00:00:00,STRAY,SNR,,2023-07-27 00:00:00,CAT,S,N,MED,BLACK,DOMESTIC SH,40205,36397
LOST,A742670,,LOST,WEB,2023-07-19 00:00:00,,,,,CAT,M,,SMALL,BLACK,DOMESTIC MH,,36398
N34,A742888,40218,STRAY,OTC,2023-08-03 00:00:00,STRAY,ADOPTION,WALK IN,2023-10-21 00:00:00,DOG,S,N,LARGE,TAN / WHITE,PIT BULL,40218,36399
FOSTER,A742898,40212,FOSTER,RETURN,2023-11-10 00:00:00,STRAY,TRANSFER,KHS,2023-11-10 00:00:00,CAT,F,N,KITTN,BLACK / BLACK,DOMESTIC SH,40229,36400
NF2,A742904,40241,FOSTER,RETURN,2023-09-19 00:00:00,FOSTER RET,ADOPTION,WALK IN,2023-09-21 00:00:00,CAT,N,N,KITTN,BLACK,DOMESTIC SH,40241,36401
NF2,A742906,40241,FOSTER,RETURN,2023-09-19 00:00:00,FOSTER RET,ADOPTION,FACEBOOK,2023-09-24 00:00:00,CAT,N,N,KITTN,BLACK,DOMESTIC SH,40241,36402
809,A743120,40211,STRAY,FIELD,2023-08-07 00:00:00,STRAY,EUTH,BEHAV HIST,2023-08-13 00:00:00,DOG,M,N,MED,WHITE / BR BRINDLE,PIT BULL,40211,36403
NECROPSY,A743122,40211,OWNER SUR,FIELD,2023-08-07 00:00:00,DOA,DISPOSAL,NECROPSY,2023-08-08 00:00:00,DOG,N,N,TOY,BLACK / BROWN,SHIH TZU,40211,36404
C116,A743196,40272,STRAY,OTC,2023-08-09 00:00:00,STRAY,RTF,,2023-08-14 00:00:00,CAT,N,N,LARGE,GRAY,DOMESTIC SH,40272,36405
TNR/SNR,A743329,40214,STRAY,OTC,2023-08-12 00:00:00,STRAY,RTF,,2023-08-16 00:00:00,CAT,N,N,MED,ORG TABBY / WHITE,DOMESTIC MH,40214,36406
906,A743335,40211,STRAY,FIELD,2023-08-12 00:00:00,STRAY,RTO,IN KENNEL,2023-08-24 00:00:00,DOG,M,N,MED,BR BRINDLE / WHITE,PIT BULL,40218,36407
106,A754917,40215,STRAY,OTC,2024-02-26 00:00:00,STRAY,EUTH,BEHAV OBSV,2024-03-05 00:00:00,DOG,M,N,MED,WHITE / BROWN,PIT BULL / MIX,40216,36408
611,A755419,40215,STRAY,FIELD,2024-03-02 00:00:00,STRAY,RTO,IN KENNEL,2024-03-03 00:00:00,DOG,N,N,MED,TAN,GERM SHEPHERD,40213,36409
TNR/SNR,A755602,40212,STRAY,OTC,2024-03-05 00:00:00,STRAY,SNR,,2024-03-07 00:00:00,CAT,S,N,SMALL,BROWN / BLACK,DOMESTIC SH,40205,36410
